user_id_index,recommendations
325,"[Row(recipe_id_index=9168, rating=6.172294616699219), Row(recipe_id_index=5571, rating=5.8000311851501465), Row(recipe_id_index=514, rating=5.770901679992676), Row(recipe_id_index=863, rating=5.636044979095459), Row(recipe_id_index=1663, rating=5.627139091491699), Row(recipe_id_index=8241, rating=5.594820976257324), Row(recipe_id_index=2063, rating=5.553647041320801), Row(recipe_id_index=2248, rating=5.553647041320801), Row(recipe_id_index=3182, rating=5.514128684997559), Row(recipe_id_index=5164, rating=5.4645490646362305)]"
955,"[Row(recipe_id_index=5930, rating=5.855538845062256), Row(recipe_id_index=3752, rating=5.520461082458496), Row(recipe_id_index=9168, rating=5.397472381591797), Row(recipe_id_index=2063, rating=4.570908546447754), Row(recipe_id_index=2248, rating=4.570908546447754), Row(recipe_id_index=5164, rating=4.311578750610352), Row(recipe_id_index=3774, rating=4.304770469665527), Row(recipe_id_index=1271, rating=4.2802205085754395), Row(recipe_id_index=6052, rating=4.262269973754883), Row(recipe_id_index=6880, rating=4.262269973754883)]"
386,"[Row(recipe_id_index=9168, rating=6.098678112030029), Row(recipe_id_index=2248, rating=5.827291011810303), Row(recipe_id_index=2063, rating=5.827291011810303), Row(recipe_id_index=5930, rating=5.571074962615967), Row(recipe_id_index=4950, rating=5.405157566070557), Row(recipe_id_index=5102, rating=5.3455305099487305), Row(recipe_id_index=4805, rating=5.337369441986084), Row(recipe_id_index=5164, rating=5.305837631225586), Row(recipe_id_index=6332, rating=5.2772626876831055), Row(recipe_id_index=1575, rating=5.2732672691345215)]"
906,"[Row(recipe_id_index=9168, rating=5.950758934020996), Row(recipe_id_index=10122, rating=5.717876434326172), Row(recipe_id_index=4950, rating=5.555614948272705), Row(recipe_id_index=7575, rating=5.491836071014404), Row(recipe_id_index=3042, rating=5.4550347328186035), Row(recipe_id_index=1767, rating=5.32244873046875), Row(recipe_id_index=1715, rating=5.268316745758057), Row(recipe_id_index=2248, rating=5.234435081481934), Row(recipe_id_index=2063, rating=5.234435081481934), Row(recipe_id_index=2412, rating=5.199740409851074)]"
1306,"[Row(recipe_id_index=9168, rating=6.404623031616211), Row(recipe_id_index=5930, rating=5.770323753356934), Row(recipe_id_index=5164, rating=5.691981315612793), Row(recipe_id_index=7575, rating=5.48447322845459), Row(recipe_id_index=3621, rating=5.476008415222168), Row(recipe_id_index=4814, rating=5.468217372894287), Row(recipe_id_index=1895, rating=5.428886413574219), Row(recipe_id_index=863, rating=5.402459144592285), Row(recipe_id_index=3752, rating=5.400736331939697), Row(recipe_id_index=6880, rating=5.371277332305908)]"
1288,"[Row(recipe_id_index=9168, rating=6.241715431213379), Row(recipe_id_index=5164, rating=5.719234466552734), Row(recipe_id_index=5930, rating=5.7177934646606445), Row(recipe_id_index=2063, rating=5.403163909912109), Row(recipe_id_index=2248, rating=5.403163909912109), Row(recipe_id_index=7575, rating=5.361934661865234), Row(recipe_id_index=3752, rating=5.358212947845459), Row(recipe_id_index=1960, rating=5.218684673309326), Row(recipe_id_index=3201, rating=5.1747212409973145), Row(recipe_id_index=2512, rating=5.165909290313721)]"
660,"[Row(recipe_id_index=9168, rating=6.037066459655762), Row(recipe_id_index=5164, rating=5.862119674682617), Row(recipe_id_index=5930, rating=5.576250076293945), Row(recipe_id_index=845, rating=5.423057556152344), Row(recipe_id_index=2248, rating=5.359098434448242), Row(recipe_id_index=2063, rating=5.359098434448242), Row(recipe_id_index=3323, rating=5.31492280960083), Row(recipe_id_index=8826, rating=5.306305885314941), Row(recipe_id_index=1733, rating=5.297855377197266), Row(recipe_id_index=2861, rating=5.269014358520508)]"
1170,"[Row(recipe_id_index=9168, rating=6.040094375610352), Row(recipe_id_index=5164, rating=5.809255599975586), Row(recipe_id_index=7575, rating=5.593457221984863), Row(recipe_id_index=5930, rating=5.540762424468994), Row(recipe_id_index=2063, rating=5.5302734375), Row(recipe_id_index=2248, rating=5.5302734375), Row(recipe_id_index=3042, rating=5.530128479003906), Row(recipe_id_index=845, rating=5.474084854125977), Row(recipe_id_index=1348, rating=5.445964813232422), Row(recipe_id_index=1733, rating=5.391561508178711)]"
581,"[Row(recipe_id_index=2248, rating=5.774956703186035), Row(recipe_id_index=2063, rating=5.774956703186035), Row(recipe_id_index=9168, rating=5.651196479797363), Row(recipe_id_index=7643, rating=5.487794876098633), Row(recipe_id_index=5930, rating=5.418764114379883), Row(recipe_id_index=1664, rating=5.377018451690674), Row(recipe_id_index=5164, rating=5.3734235763549805), Row(recipe_id_index=3765, rating=5.345658302307129), Row(recipe_id_index=5397, rating=5.238302230834961), Row(recipe_id_index=1045, rating=5.2236223220825195)]"
912,"[Row(recipe_id_index=4950, rating=4.7023234367370605), Row(recipe_id_index=1313, rating=4.538088321685791), Row(recipe_id_index=4710, rating=4.511592864990234), Row(recipe_id_index=1767, rating=4.405765056610107), Row(recipe_id_index=8977, rating=4.356481552124023), Row(recipe_id_index=10257, rating=4.2502031326293945), Row(recipe_id_index=8432, rating=4.2502031326293945), Row(recipe_id_index=8461, rating=4.2502031326293945), Row(recipe_id_index=5745, rating=4.2502031326293945), Row(recipe_id_index=9039, rating=4.2502031326293945)]"
1382,"[Row(recipe_id_index=6085, rating=5.232334136962891), Row(recipe_id_index=1507, rating=5.174569129943848), Row(recipe_id_index=3621, rating=5.132707595825195), Row(recipe_id_index=5930, rating=5.0978922843933105), Row(recipe_id_index=1895, rating=5.087583541870117), Row(recipe_id_index=1412, rating=5.052348613739014), Row(recipe_id_index=1260, rating=5.044182777404785), Row(recipe_id_index=1430, rating=5.044182777404785), Row(recipe_id_index=5300, rating=5.043898582458496), Row(recipe_id_index=1481, rating=5.038708209991455)]"
473,"[Row(recipe_id_index=9168, rating=6.690170764923096), Row(recipe_id_index=5930, rating=5.517019748687744), Row(recipe_id_index=6479, rating=5.2568488121032715), Row(recipe_id_index=3124, rating=5.2384443283081055), Row(recipe_id_index=3752, rating=5.1809515953063965), Row(recipe_id_index=5208, rating=5.124974727630615), Row(recipe_id_index=2922, rating=5.112082481384277), Row(recipe_id_index=1352, rating=5.093026638031006), Row(recipe_id_index=2278, rating=5.083635330200195), Row(recipe_id_index=1693, rating=5.076206207275391)]"
603,"[Row(recipe_id_index=9168, rating=6.076520919799805), Row(recipe_id_index=5164, rating=5.470487594604492), Row(recipe_id_index=5930, rating=5.380515098571777), Row(recipe_id_index=2861, rating=5.2794342041015625), Row(recipe_id_index=7575, rating=5.261898517608643), Row(recipe_id_index=2248, rating=5.248099327087402), Row(recipe_id_index=2063, rating=5.248099327087402), Row(recipe_id_index=1168, rating=5.233735084533691), Row(recipe_id_index=4604, rating=5.205244064331055), Row(recipe_id_index=3201, rating=5.191425323486328)]"
774,"[Row(recipe_id_index=9168, rating=6.679805278778076), Row(recipe_id_index=5930, rating=6.5006585121154785), Row(recipe_id_index=5164, rating=6.139115333557129), Row(recipe_id_index=3752, rating=6.073234558105469), Row(recipe_id_index=5102, rating=5.815127849578857), Row(recipe_id_index=845, rating=5.734438419342041), Row(recipe_id_index=2861, rating=5.713949680328369), Row(recipe_id_index=2198, rating=5.704901695251465), Row(recipe_id_index=4805, rating=5.696164131164551), Row(recipe_id_index=2546, rating=5.622074127197266)]"
435,"[Row(recipe_id_index=10122, rating=5.777286052703857), Row(recipe_id_index=9168, rating=5.317680358886719), Row(recipe_id_index=6332, rating=5.158844470977783), Row(recipe_id_index=7575, rating=5.050410270690918), Row(recipe_id_index=3121, rating=4.965754985809326), Row(recipe_id_index=5736, rating=4.857629776000977), Row(recipe_id_index=5930, rating=4.821703910827637), Row(recipe_id_index=9674, rating=4.782490253448486), Row(recipe_id_index=6730, rating=4.782490253448486), Row(recipe_id_index=6642, rating=4.782490253448486)]"
935,"[Row(recipe_id_index=9962, rating=6.556848049163818), Row(recipe_id_index=9783, rating=4.613251686096191), Row(recipe_id_index=3221, rating=4.2364912033081055), Row(recipe_id_index=2952, rating=4.084934234619141), Row(recipe_id_index=1641, rating=3.8979241847991943), Row(recipe_id_index=7600, rating=3.644975185394287), Row(recipe_id_index=8261, rating=3.642796039581299), Row(recipe_id_index=6833, rating=3.642796039581299), Row(recipe_id_index=4173, rating=3.6103577613830566), Row(recipe_id_index=6318, rating=3.4919543266296387)]"
1266,"[Row(recipe_id_index=3765, rating=5.6789655685424805), Row(recipe_id_index=1892, rating=5.517138481140137), Row(recipe_id_index=5164, rating=5.436280727386475), Row(recipe_id_index=8785, rating=5.385847568511963), Row(recipe_id_index=5758, rating=5.385847568511963), Row(recipe_id_index=5367, rating=5.348240375518799), Row(recipe_id_index=7948, rating=5.337030410766602), Row(recipe_id_index=6725, rating=5.337030410766602), Row(recipe_id_index=825, rating=5.326475143432617), Row(recipe_id_index=5376, rating=5.3173699378967285)]"
748,"[Row(recipe_id_index=6479, rating=4.677511215209961), Row(recipe_id_index=1352, rating=3.273693323135376), Row(recipe_id_index=5571, rating=2.6668848991394043), Row(recipe_id_index=1312, rating=2.3428072929382324), Row(recipe_id_index=5930, rating=2.33408522605896), Row(recipe_id_index=9934, rating=2.1874918937683105), Row(recipe_id_index=9309, rating=2.1874918937683105), Row(recipe_id_index=7251, rating=2.1874918937683105), Row(recipe_id_index=2212, rating=2.184319257736206), Row(recipe_id_index=3752, rating=2.1801464557647705)]"
1491,"[Row(recipe_id_index=9168, rating=6.423816204071045), Row(recipe_id_index=4950, rating=5.88771915435791), Row(recipe_id_index=3042, rating=5.799122333526611), Row(recipe_id_index=10122, rating=5.684696197509766), Row(recipe_id_index=1313, rating=5.663200378417969), Row(recipe_id_index=2679, rating=5.645491600036621), Row(recipe_id_index=1767, rating=5.639009475708008), Row(recipe_id_index=7575, rating=5.624594688415527), Row(recipe_id_index=8977, rating=5.621886253356934), Row(recipe_id_index=1746, rating=5.61483097076416)]"
1122,"[Row(recipe_id_index=9168, rating=5.948182582855225), Row(recipe_id_index=5930, rating=5.367344379425049), Row(recipe_id_index=5102, rating=5.256895065307617), Row(recipe_id_index=4805, rating=5.191621780395508), Row(recipe_id_index=2063, rating=5.137810707092285), Row(recipe_id_index=2248, rating=5.137810707092285), Row(recipe_id_index=5168, rating=5.133908271789551), Row(recipe_id_index=5164, rating=5.127601146697998), Row(recipe_id_index=3042, rating=5.122465133666992), Row(recipe_id_index=863, rating=5.063992023468018)]"
704,"[Row(recipe_id_index=9168, rating=6.6454973220825195), Row(recipe_id_index=2248, rating=6.572214603424072), Row(recipe_id_index=2063, rating=6.572214603424072), Row(recipe_id_index=6332, rating=6.532161235809326), Row(recipe_id_index=5930, rating=6.425488471984863), Row(recipe_id_index=1733, rating=6.388582229614258), Row(recipe_id_index=2512, rating=6.369142055511475), Row(recipe_id_index=5164, rating=6.352302551269531), Row(recipe_id_index=8826, rating=6.347886562347412), Row(recipe_id_index=845, rating=6.29849100112915)]"
1304,"[Row(recipe_id_index=4549, rating=5.188665390014648), Row(recipe_id_index=4814, rating=5.1614274978637695), Row(recipe_id_index=1052, rating=5.141821384429932), Row(recipe_id_index=2198, rating=5.098164081573486), Row(recipe_id_index=9168, rating=5.0687785148620605), Row(recipe_id_index=1159, rating=5.067817687988281), Row(recipe_id_index=1264, rating=5.036847114562988), Row(recipe_id_index=5930, rating=5.035829067230225), Row(recipe_id_index=6052, rating=5.001987457275391), Row(recipe_id_index=6880, rating=5.001987457275391)]"
1145,"[Row(recipe_id_index=9168, rating=6.184933662414551), Row(recipe_id_index=3765, rating=6.04709529876709), Row(recipe_id_index=2248, rating=5.982237815856934), Row(recipe_id_index=2063, rating=5.982237815856934), Row(recipe_id_index=5164, rating=5.941937446594238), Row(recipe_id_index=10122, rating=5.900160789489746), Row(recipe_id_index=5930, rating=5.891314506530762), Row(recipe_id_index=5367, rating=5.800990104675293), Row(recipe_id_index=5102, rating=5.742562770843506), Row(recipe_id_index=3027, rating=5.708707332611084)]"
146,"[Row(recipe_id_index=5930, rating=6.39907693862915), Row(recipe_id_index=3752, rating=5.988295555114746), Row(recipe_id_index=9168, rating=5.770752906799316), Row(recipe_id_index=3656, rating=5.498039245605469), Row(recipe_id_index=2416, rating=5.330646991729736), Row(recipe_id_index=9354, rating=5.301411151885986), Row(recipe_id_index=6902, rating=5.301411151885986), Row(recipe_id_index=9222, rating=5.301411151885986), Row(recipe_id_index=4805, rating=5.292545318603516), Row(recipe_id_index=3774, rating=5.212709426879883)]"
1247,"[Row(recipe_id_index=9168, rating=6.007354259490967), Row(recipe_id_index=10122, rating=5.683913230895996), Row(recipe_id_index=4416, rating=5.378567218780518), Row(recipe_id_index=7575, rating=5.332672119140625), Row(recipe_id_index=1693, rating=5.329799652099609), Row(recipe_id_index=5164, rating=5.25013542175293), Row(recipe_id_index=4763, rating=5.241099834442139), Row(recipe_id_index=5118, rating=5.241099834442139), Row(recipe_id_index=5208, rating=5.219574928283691), Row(recipe_id_index=2263, rating=5.207758903503418)]"
1488,"[Row(recipe_id_index=6873, rating=4.830450534820557), Row(recipe_id_index=3903, rating=4.738337993621826), Row(recipe_id_index=5437, rating=4.594350814819336), Row(recipe_id_index=6332, rating=4.124610424041748), Row(recipe_id_index=5571, rating=3.612182140350342), Row(recipe_id_index=2063, rating=3.3053781986236572), Row(recipe_id_index=2248, rating=3.3053781986236572), Row(recipe_id_index=253, rating=2.983626365661621), Row(recipe_id_index=3248, rating=2.983623743057251), Row(recipe_id_index=265, rating=2.976630449295044)]"
512,"[Row(recipe_id_index=8826, rating=5.696197986602783), Row(recipe_id_index=5164, rating=5.647490501403809), Row(recipe_id_index=845, rating=5.574653625488281), Row(recipe_id_index=3765, rating=5.462784767150879), Row(recipe_id_index=1664, rating=5.295567989349365), Row(recipe_id_index=2063, rating=5.25553035736084), Row(recipe_id_index=2248, rating=5.25553035736084), Row(recipe_id_index=7643, rating=5.254138946533203), Row(recipe_id_index=3646, rating=5.214684009552002), Row(recipe_id_index=4275, rating=5.214684009552002)]"
797,"[Row(recipe_id_index=6332, rating=5.872001647949219), Row(recipe_id_index=9168, rating=5.377256393432617), Row(recipe_id_index=10122, rating=5.258934020996094), Row(recipe_id_index=3359, rating=4.926532745361328), Row(recipe_id_index=2067, rating=4.905982971191406), Row(recipe_id_index=2283, rating=4.905982971191406), Row(recipe_id_index=8693, rating=4.9026689529418945), Row(recipe_id_index=8037, rating=4.9026689529418945), Row(recipe_id_index=7247, rating=4.9026689529418945), Row(recipe_id_index=4602, rating=4.892210483551025)]"
259,"[Row(recipe_id_index=6332, rating=5.683260440826416), Row(recipe_id_index=10122, rating=5.628396034240723), Row(recipe_id_index=9168, rating=5.502458572387695), Row(recipe_id_index=5930, rating=5.264275074005127), Row(recipe_id_index=5164, rating=5.066527366638184), Row(recipe_id_index=3074, rating=5.046442985534668), Row(recipe_id_index=2063, rating=4.99276876449585), Row(recipe_id_index=2248, rating=4.99276876449585), Row(recipe_id_index=1892, rating=4.961451530456543), Row(recipe_id_index=7575, rating=4.950525283813477)]"
1,"[Row(recipe_id_index=9168, rating=6.660942077636719), Row(recipe_id_index=4950, rating=5.997427940368652), Row(recipe_id_index=1454, rating=5.864645004272461), Row(recipe_id_index=3042, rating=5.841183185577393), Row(recipe_id_index=7575, rating=5.833057880401611), Row(recipe_id_index=1767, rating=5.744924545288086), Row(recipe_id_index=2679, rating=5.736827373504639), Row(recipe_id_index=2411, rating=5.732651233673096), Row(recipe_id_index=5930, rating=5.704129219055176), Row(recipe_id_index=5102, rating=5.690763473510742)]"
1391,"[Row(recipe_id_index=9168, rating=5.736486434936523), Row(recipe_id_index=2679, rating=5.645596027374268), Row(recipe_id_index=514, rating=5.595448970794678), Row(recipe_id_index=5164, rating=5.526913166046143), Row(recipe_id_index=863, rating=5.456738471984863), Row(recipe_id_index=8015, rating=5.400562286376953), Row(recipe_id_index=1348, rating=5.378987789154053), Row(recipe_id_index=1733, rating=5.369786262512207), Row(recipe_id_index=5930, rating=5.3390045166015625), Row(recipe_id_index=3042, rating=5.329245567321777)]"
1172,"[Row(recipe_id_index=9168, rating=5.88095760345459), Row(recipe_id_index=5930, rating=5.173309326171875), Row(recipe_id_index=5164, rating=5.116821765899658), Row(recipe_id_index=2198, rating=4.971165180206299), Row(recipe_id_index=1575, rating=4.9366230964660645), Row(recipe_id_index=1725, rating=4.893727779388428), Row(recipe_id_index=5102, rating=4.866789817810059), Row(recipe_id_index=1052, rating=4.844408988952637), Row(recipe_id_index=3752, rating=4.8375725746154785), Row(recipe_id_index=3621, rating=4.832317352294922)]"
1504,"[Row(recipe_id_index=4710, rating=6.350951194763184), Row(recipe_id_index=1348, rating=5.486948490142822), Row(recipe_id_index=9962, rating=5.474788665771484), Row(recipe_id_index=6573, rating=5.468344688415527), Row(recipe_id_index=7727, rating=5.36659574508667), Row(recipe_id_index=2004, rating=5.333320617675781), Row(recipe_id_index=2258, rating=5.279153823852539), Row(recipe_id_index=3986, rating=5.2478814125061035), Row(recipe_id_index=4438, rating=5.208548069000244), Row(recipe_id_index=955, rating=5.204307556152344)]"
206,"[Row(recipe_id_index=10122, rating=5.6195573806762695), Row(recipe_id_index=5736, rating=4.893574237823486), Row(recipe_id_index=3121, rating=4.821268081665039), Row(recipe_id_index=9168, rating=4.815507888793945), Row(recipe_id_index=7575, rating=4.778873920440674), Row(recipe_id_index=9674, rating=4.602657318115234), Row(recipe_id_index=7329, rating=4.602657318115234), Row(recipe_id_index=6730, rating=4.602657318115234), Row(recipe_id_index=9489, rating=4.602657318115234), Row(recipe_id_index=6642, rating=4.602657318115234)]"
896,"[Row(recipe_id_index=9962, rating=10.928064346313477), Row(recipe_id_index=9783, rating=7.688648223876953), Row(recipe_id_index=3221, rating=7.060648441314697), Row(recipe_id_index=2952, rating=6.807994842529297), Row(recipe_id_index=1641, rating=6.496409893035889), Row(recipe_id_index=7600, rating=6.0749053955078125), Row(recipe_id_index=8261, rating=6.071273326873779), Row(recipe_id_index=6833, rating=6.071273326873779), Row(recipe_id_index=4173, rating=6.01717472076416), Row(recipe_id_index=6318, rating=5.820062637329102)]"
1516,"[Row(recipe_id_index=496, rating=4.9145026206970215), Row(recipe_id_index=489, rating=4.910609722137451), Row(recipe_id_index=446, rating=4.909438133239746), Row(recipe_id_index=450, rating=4.909427165985107), Row(recipe_id_index=426, rating=4.909418106079102), Row(recipe_id_index=475, rating=4.906808376312256), Row(recipe_id_index=461, rating=4.906806945800781), Row(recipe_id_index=466, rating=4.906806945800781), Row(recipe_id_index=473, rating=4.906806945800781), Row(recipe_id_index=470, rating=4.906806945800781)]"
1008,"[Row(recipe_id_index=6332, rating=6.5193190574646), Row(recipe_id_index=5930, rating=5.9964423179626465), Row(recipe_id_index=3752, rating=5.7143707275390625), Row(recipe_id_index=9683, rating=4.908538341522217), Row(recipe_id_index=7055, rating=4.908538341522217), Row(recipe_id_index=6082, rating=4.908538341522217), Row(recipe_id_index=1865, rating=4.83419132232666), Row(recipe_id_index=2196, rating=4.791857719421387), Row(recipe_id_index=2368, rating=4.583614826202393), Row(recipe_id_index=591, rating=4.532313823699951)]"
770,"[Row(recipe_id_index=9962, rating=10.895034790039062), Row(recipe_id_index=9783, rating=7.684514999389648), Row(recipe_id_index=3221, rating=7.07280969619751), Row(recipe_id_index=2952, rating=6.8330912590026855), Row(recipe_id_index=1641, rating=6.499516487121582), Row(recipe_id_index=7600, rating=6.066713333129883), Row(recipe_id_index=6833, rating=6.063105583190918), Row(recipe_id_index=8261, rating=6.063105583190918), Row(recipe_id_index=4173, rating=6.017871856689453), Row(recipe_id_index=1853, rating=5.783202171325684)]"
52,"[Row(recipe_id_index=9168, rating=6.139978408813477), Row(recipe_id_index=10122, rating=6.0280232429504395), Row(recipe_id_index=5164, rating=5.779324531555176), Row(recipe_id_index=7575, rating=5.76910400390625), Row(recipe_id_index=2679, rating=5.5414910316467285), Row(recipe_id_index=1733, rating=5.507513046264648), Row(recipe_id_index=5930, rating=5.498134613037109), Row(recipe_id_index=6880, rating=5.474579334259033), Row(recipe_id_index=6052, rating=5.474579334259033), Row(recipe_id_index=863, rating=5.4658122062683105)]"
1302,"[Row(recipe_id_index=6332, rating=8.350692749023438), Row(recipe_id_index=10122, rating=6.591372489929199), Row(recipe_id_index=2063, rating=5.780073165893555), Row(recipe_id_index=2248, rating=5.780073165893555), Row(recipe_id_index=3121, rating=5.692539215087891), Row(recipe_id_index=9168, rating=5.377558708190918), Row(recipe_id_index=1892, rating=5.228474140167236), Row(recipe_id_index=2662, rating=5.158868789672852), Row(recipe_id_index=2395, rating=5.137242794036865), Row(recipe_id_index=6568, rating=5.105189323425293)]"
363,"[Row(recipe_id_index=9168, rating=6.996819496154785), Row(recipe_id_index=6479, rating=6.535958766937256), Row(recipe_id_index=5930, rating=6.423631191253662), Row(recipe_id_index=3752, rating=6.029849052429199), Row(recipe_id_index=3534, rating=5.940647125244141), Row(recipe_id_index=1352, rating=5.931877136230469), Row(recipe_id_index=5164, rating=5.7473978996276855), Row(recipe_id_index=4814, rating=5.705488681793213), Row(recipe_id_index=6052, rating=5.661661148071289), Row(recipe_id_index=6880, rating=5.661661148071289)]"
1485,"[Row(recipe_id_index=3765, rating=4.692654609680176), Row(recipe_id_index=2051, rating=4.439103603363037), Row(recipe_id_index=1746, rating=3.743832588195801), Row(recipe_id_index=2063, rating=3.711918354034424), Row(recipe_id_index=2248, rating=3.711918354034424), Row(recipe_id_index=5367, rating=3.6745598316192627), Row(recipe_id_index=4913, rating=3.6384010314941406), Row(recipe_id_index=4030, rating=3.6384010314941406), Row(recipe_id_index=6725, rating=3.6204841136932373), Row(recipe_id_index=7948, rating=3.6204841136932373)]"
297,"[Row(recipe_id_index=9168, rating=6.231711387634277), Row(recipe_id_index=5930, rating=5.765767574310303), Row(recipe_id_index=3752, rating=5.421175003051758), Row(recipe_id_index=2248, rating=4.9814534187316895), Row(recipe_id_index=2063, rating=4.9814534187316895), Row(recipe_id_index=4814, rating=4.923693656921387), Row(recipe_id_index=4625, rating=4.904130935668945), Row(recipe_id_index=7714, rating=4.904130935668945), Row(recipe_id_index=7946, rating=4.904130935668945), Row(recipe_id_index=7515, rating=4.904130935668945)]"
777,"[Row(recipe_id_index=5930, rating=6.924424171447754), Row(recipe_id_index=9168, rating=6.84269380569458), Row(recipe_id_index=3752, rating=6.545228004455566), Row(recipe_id_index=6052, rating=5.820894241333008), Row(recipe_id_index=6880, rating=5.820894241333008), Row(recipe_id_index=4814, rating=5.745809555053711), Row(recipe_id_index=10122, rating=5.689990997314453), Row(recipe_id_index=7575, rating=5.684203147888184), Row(recipe_id_index=5164, rating=5.579204082489014), Row(recipe_id_index=3042, rating=5.4910430908203125)]"
768,"[Row(recipe_id_index=9168, rating=5.3971052169799805), Row(recipe_id_index=5930, rating=5.2515740394592285), Row(recipe_id_index=5164, rating=5.143553256988525), Row(recipe_id_index=7575, rating=5.1018877029418945), Row(recipe_id_index=3409, rating=5.094099044799805), Row(recipe_id_index=1615, rating=5.082941055297852), Row(recipe_id_index=1685, rating=5.082941055297852), Row(recipe_id_index=1610, rating=5.082941055297852), Row(recipe_id_index=1910, rating=5.053953170776367), Row(recipe_id_index=2747, rating=4.978679656982422)]"
1190,"[Row(recipe_id_index=9168, rating=6.623571395874023), Row(recipe_id_index=5930, rating=6.113566875457764), Row(recipe_id_index=5164, rating=5.964073181152344), Row(recipe_id_index=2248, rating=5.845686912536621), Row(recipe_id_index=2063, rating=5.845686912536621), Row(recipe_id_index=5102, rating=5.7954206466674805), Row(recipe_id_index=3752, rating=5.709273815155029), Row(recipe_id_index=4805, rating=5.633754730224609), Row(recipe_id_index=7575, rating=5.607730865478516), Row(recipe_id_index=4950, rating=5.6021318435668945)]"
1400,"[Row(recipe_id_index=9168, rating=2.976853609085083), Row(recipe_id_index=9946, rating=2.7511723041534424), Row(recipe_id_index=7821, rating=2.7511723041534424), Row(recipe_id_index=9041, rating=2.7511723041534424), Row(recipe_id_index=5571, rating=2.6909823417663574), Row(recipe_id_index=3182, rating=2.5963308811187744), Row(recipe_id_index=2063, rating=2.560356616973877), Row(recipe_id_index=2248, rating=2.560356616973877), Row(recipe_id_index=5164, rating=2.519026517868042), Row(recipe_id_index=5102, rating=2.516829490661621)]"
212,"[Row(recipe_id_index=9168, rating=6.397061347961426), Row(recipe_id_index=5930, rating=6.188652992248535), Row(recipe_id_index=3752, rating=5.822656631469727), Row(recipe_id_index=10122, rating=5.80259895324707), Row(recipe_id_index=6880, rating=5.511722564697266), Row(recipe_id_index=6052, rating=5.511722564697266), Row(recipe_id_index=2063, rating=5.479184627532959), Row(recipe_id_index=2248, rating=5.479184627532959), Row(recipe_id_index=5164, rating=5.363894462585449), Row(recipe_id_index=4814, rating=5.352761745452881)]"
992,"[Row(recipe_id_index=9962, rating=10.928079605102539), Row(recipe_id_index=9783, rating=7.688753604888916), Row(recipe_id_index=3221, rating=7.060818195343018), Row(recipe_id_index=2952, rating=6.808223247528076), Row(recipe_id_index=1641, rating=6.496540546417236), Row(recipe_id_index=7600, rating=6.074958324432373), Row(recipe_id_index=8261, rating=6.071327209472656), Row(recipe_id_index=6833, rating=6.071327209472656), Row(recipe_id_index=4173, rating=6.0172624588012695), Row(recipe_id_index=6318, rating=5.819924354553223)]"
674,"[Row(recipe_id_index=6332, rating=9.793805122375488), Row(recipe_id_index=10122, rating=8.152176856994629), Row(recipe_id_index=3121, rating=7.057863235473633), Row(recipe_id_index=2395, rating=5.62035608291626), Row(recipe_id_index=1892, rating=5.61955451965332), Row(recipe_id_index=2662, rating=5.529985427856445), Row(recipe_id_index=2063, rating=5.441740989685059), Row(recipe_id_index=2248, rating=5.441740989685059), Row(recipe_id_index=9168, rating=5.357605934143066), Row(recipe_id_index=3074, rating=5.329167366027832)]"
715,"[Row(recipe_id_index=9168, rating=6.397238254547119), Row(recipe_id_index=6332, rating=5.922362327575684), Row(recipe_id_index=5930, rating=5.919538497924805), Row(recipe_id_index=5164, rating=5.725682735443115), Row(recipe_id_index=4814, rating=5.610540866851807), Row(recipe_id_index=3752, rating=5.5498857498168945), Row(recipe_id_index=6880, rating=5.507458686828613), Row(recipe_id_index=6052, rating=5.507458686828613), Row(recipe_id_index=10122, rating=5.4904375076293945), Row(recipe_id_index=863, rating=5.372034072875977)]"
1546,"[Row(recipe_id_index=9168, rating=1.333528995513916), Row(recipe_id_index=5164, rating=1.1997456550598145), Row(recipe_id_index=7575, rating=1.1965495347976685), Row(recipe_id_index=5930, rating=1.1904877424240112), Row(recipe_id_index=10122, rating=1.1735320091247559), Row(recipe_id_index=5367, rating=1.1476941108703613), Row(recipe_id_index=5102, rating=1.1406071186065674), Row(recipe_id_index=2679, rating=1.129256010055542), Row(recipe_id_index=2861, rating=1.1230093240737915), Row(recipe_id_index=863, rating=1.1222124099731445)]"
1047,"[Row(recipe_id_index=3027, rating=5.61877965927124), Row(recipe_id_index=5930, rating=5.592141151428223), Row(recipe_id_index=3765, rating=5.567999839782715), Row(recipe_id_index=3074, rating=5.4019060134887695), Row(recipe_id_index=9168, rating=5.385584831237793), Row(recipe_id_index=7948, rating=5.362473487854004), Row(recipe_id_index=6725, rating=5.362473487854004), Row(recipe_id_index=1352, rating=5.349512577056885), Row(recipe_id_index=5367, rating=5.302019119262695), Row(recipe_id_index=6479, rating=5.300778865814209)]"
1427,"[Row(recipe_id_index=5930, rating=5.132564544677734), Row(recipe_id_index=5944, rating=4.897437572479248), Row(recipe_id_index=8177, rating=4.897437572479248), Row(recipe_id_index=2007, rating=4.881164073944092), Row(recipe_id_index=3471, rating=4.876320838928223), Row(recipe_id_index=3752, rating=4.8617682456970215), Row(recipe_id_index=4639, rating=4.797783851623535), Row(recipe_id_index=1291, rating=4.7462310791015625), Row(recipe_id_index=4245, rating=4.737633228302002), Row(recipe_id_index=892, rating=4.676290512084961)]"
